age,education_level,career_field,main_sector,employer_type,contract_type,weekly_hours,residence,province,monthly_income_rwf
20,Primary education,Elementary and other work,Services,Household,Oral agreement,60.0,Urban,Eastern Province,10000.0
22,Primary education,Elementary and other work,Services,Household,Oral agreement,56.0,Urban,Eastern Province,15000.0
22,Primary education,Elementary and other work,Services,Household,Oral agreement,35.0,Rural,Eastern Province,15000.0
22,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,18.0,Rural,Eastern Province,26000.0
23,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,84.0,Rural,Eastern Province,43333.332
29,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Eastern Province,26000.0
30,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,42.0,Rural,Eastern Province,26000.0
22,Lower secondary education,"Business, management and office work",Services,Private business or VUP,Oral agreement,45.0,Rural,Eastern Province,30000.0
30,Primary education,Skilled trades and operators,Industry,Private business or VUP,Oral agreement,48.0,Rural,Eastern Province,78000.0
24,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,35.0,Rural,Eastern Province,39000.0
25,Primary education,Elementary and other work,Services,Household,Oral agreement,50.0,Rural,Eastern Province,14000.0
27,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,35.0,Rural,Eastern Province,26000.0
20,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,35.0,Rural,Eastern Province,26000.0
17,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,35.0,Rural,Eastern Province,26000.0
22,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,18.0,Rural,Eastern Province,52000.0
25,Primary education,Sales and services,Services,Private business or VUP,Oral agreement,60.0,Rural,Eastern Province,25000.0
18,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,30.0,Rural,Eastern Province,26000.0
22,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,30.0,Rural,Eastern Province,31200.0
23,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,30.0,Rural,Eastern Province,20800.0
20,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,40.0,Rural,Eastern Province,39000.0
30,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,48.0,Rural,Eastern Province,26000.0
24,No formal education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,42.0,Rural,Eastern Province,26000.0
19,No formal education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,42.0,Rural,Eastern Province,26000.0
22,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,42.0,Rural,Eastern Province,52000.0
21,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,70.0,Rural,Eastern Province,20000.0
25,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,35.0,Rural,Eastern Province,26000.0
17,No formal education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,20.0,Rural,Eastern Province,26000.0
28,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,30.0,Urban,Eastern Province,39000.0
23,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,30.0,Urban,Eastern Province,26000.0
26,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,36.0,Urban,Eastern Province,39000.0
23,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,35.0,Urban,Eastern Province,31200.0
30,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,36.0,Urban,Eastern Province,39000.0
19,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,36.0,Urban,Eastern Province,39000.0
16,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,36.0,Urban,Eastern Province,39000.0
20,Primary education,Elementary and other work,Services,Household,Oral agreement,70.0,Rural,Eastern Province,10000.0
29,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Eastern Province,26000.0
20,No formal education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,35.0,Rural,Eastern Province,26000.0
19,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,70.0,Rural,Eastern Province,65000.0
30,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,25.0,Rural,Eastern Province,26000.0
28,Lower secondary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,40.0,Rural,Eastern Province,26000.0
28,Lower secondary education,Elementary and other work,Services,Household,Oral agreement,49.0,Rural,Eastern Province,15000.0
30,Upper secondary education,ICT,Services,Public institution,Written contract,70.0,Rural,Eastern Province,80000.0
22,Lower secondary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,12.0,Rural,Eastern Province,39000.0
18,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,18.0,Rural,Eastern Province,52000.0
18,Lower secondary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,18.0,Rural,Eastern Province,26000.0
26,Upper secondary education,"Education, health and social services",Services,NGO or international organisation,Oral agreement,40.0,Rural,Eastern Province,70000.0
20,Primary education,Skilled trades and operators,Industry,Private business or VUP,Oral agreement,40.0,Rural,Eastern Province,10000.0
18,Primary education,Skilled trades and operators,Industry,Private business or VUP,Oral agreement,60.0,Rural,Eastern Province,13000.0
26,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,49.0,Rural,Eastern Province,15000.0
24,Lower secondary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Eastern Province,26000.0
21,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Eastern Province,39000.0
19,Primary education,Sales and services,Industry,Private business or VUP,Oral agreement,60.0,Rural,Eastern Province,15000.0
16,Primary education,Sales and services,Services,Private business or VUP,Oral agreement,50.0,Rural,Eastern Province,10000.0
30,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,30.0,Rural,Eastern Province,26000.0
27,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,30.0,Rural,Eastern Province,26000.0
30,No formal education,Elementary and other work,Services,Private business or VUP,Oral agreement,28.0,Rural,Eastern Province,130000.0
30,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,10.0,Rural,Eastern Province,39000.0
29,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Eastern Province,26000.0
27,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,24.0,Rural,Eastern Province,30333.334
19,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,36.0,Rural,Eastern Province,34666.668
18,Lower secondary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,35.0,Rural,Eastern Province,26000.0
16,Lower secondary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,35.0,Rural,Eastern Province,26000.0
19,Primary education,Skilled trades and operators,Services,Private business or VUP,Written contract,45.0,Rural,Eastern Province,30000.0
16,Primary education,Elementary and other work,Services,Household,Oral agreement,10.0,Rural,Eastern Province,10000.0
18,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,15.0,Rural,Eastern Province,39000.0
28,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,20.0,Rural,Eastern Province,39000.0
22,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,25.0,Rural,Eastern Province,26000.0
18,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,25.0,Rural,Eastern Province,31200.0
29,Lower secondary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,20.0,Rural,Eastern Province,39000.0
21,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,10.0,Rural,Eastern Province,39000.0
23,Primary education,Skilled trades and operators,Agriculture,Private business or VUP,Oral agreement,20.0,Rural,Eastern Province,52000.0
26,Lower secondary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,20.0,Rural,Eastern Province,26000.0
28,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,20.0,Rural,Eastern Province,26000.0
19,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,30.0,Rural,Eastern Province,39000.0
23,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,20.0,Rural,Eastern Province,26000.0
24,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,18.0,Rural,Eastern Province,39000.0
20,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Eastern Province,39000.0
30,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,42.0,Rural,Eastern Province,39000.0
24,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,42.0,Rural,Eastern Province,39000.0
30,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Eastern Province,26000.0
25,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,18.0,Rural,Eastern Province,39000.0
22,Lower secondary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,24.0,Rural,Eastern Province,39000.0
17,Lower secondary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,18.0,Rural,Eastern Province,31200.0
24,Upper secondary education,"Business, management and office work",Services,Private business or VUP,Oral agreement,48.0,Rural,Eastern Province,60000.0
19,Lower secondary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,12.0,Rural,Eastern Province,39000.0
20,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,18.0,Rural,Eastern Province,26000.0
27,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,12.0,Rural,Eastern Province,26000.0
22,Lower secondary education,Agriculture,Services,Private business or VUP,Oral agreement,45.0,Rural,Eastern Province,30000.0
21,Lower secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,29.0,Rural,Eastern Province,52000.0
30,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,45.0,Rural,Eastern Province,26000.0
19,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,30.0,Rural,Eastern Province,18200.0
18,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,15.0,Rural,Eastern Province,26000.0
16,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,30.0,Rural,Eastern Province,26000.0
24,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Eastern Province,26000.0
23,Lower secondary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,35.0,Rural,Eastern Province,26000.0
24,Primary education,Skilled trades and operators,Industry,Private business or VUP,Oral agreement,63.0,Rural,Eastern Province,15000.0
24,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,35.0,Rural,Eastern Province,26000.0
22,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,35.0,Rural,Eastern Province,26000.0
19,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,30.0,Rural,Eastern Province,26000.0
24,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,24.0,Rural,Eastern Province,26000.0
21,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,15.0,Rural,Eastern Province,26000.0
26,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,30.0,Rural,Eastern Province,26000.0
23,Lower secondary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,35.0,Rural,Eastern Province,26000.0
21,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,45.0,Rural,Eastern Province,31200.0
23,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,35.0,Rural,Eastern Province,26000.0
27,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Eastern Province,26000.0
30,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,30.0,Rural,Eastern Province,26000.0
16,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,20.0,Rural,Eastern Province,39000.0
20,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,35.0,Rural,Eastern Province,31200.0
18,Primary education,Skilled trades and operators,Industry,Private business or VUP,Oral agreement,35.0,Rural,Eastern Province,52000.0
25,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,35.0,Rural,Eastern Province,26000.0
23,Upper secondary education,Elementary and other work,Services,Private business or VUP,Written contract,40.0,Urban,Eastern Province,65000.0
18,Lower secondary education,Skilled trades and operators,Industry,Private business or VUP,Oral agreement,36.0,Urban,Eastern Province,65000.0
20,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,35.0,Urban,Eastern Province,10000.0
20,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,38.0,Rural,Eastern Province,26000.0
24,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,10.0,Rural,Eastern Province,26000.0
24,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,35.0,Rural,Eastern Province,31200.0
24,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,30.0,Rural,Eastern Province,31200.0
30,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Eastern Province,31200.0
21,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,40.0,Rural,Eastern Province,78000.0
22,Lower secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,42.0,Rural,Eastern Province,52000.0
22,Lower secondary education,Skilled trades and operators,Industry,Private business or VUP,Oral agreement,40.0,Urban,Eastern Province,130000.0
26,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,24.0,Urban,Eastern Province,21666.666
22,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,40.0,Urban,Eastern Province,65000.0
24,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,45.0,Urban,Eastern Province,65000.0
19,Lower secondary education,Elementary and other work,Services,Household,Oral agreement,42.0,Urban,Eastern Province,10000.0
21,Primary education,Skilled trades and operators,Industry,Private business or VUP,Written contract,48.0,Rural,Kigali city,50000.0
23,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,30.0,Rural,Kigali city,78000.0
25,Upper secondary education,Skilled trades and operators,Services,Private business or VUP,Oral agreement,45.0,Rural,Kigali city,80000.0
22,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,42.0,Urban,Kigali city,78000.0
30,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,32.0,Urban,Kigali city,78000.0
29,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,63.0,Urban,Kigali city,91000.0
26,Lower secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,48.0,Urban,Kigali city,65000.0
29,Primary education,Elementary and other work,Services,Private business or VUP,Oral agreement,48.0,Urban,Kigali city,50000.0
19,Lower secondary education,Sales and services,Services,Private business or VUP,Written contract,45.0,Urban,Kigali city,60000.0
22,Primary education,Elementary and other work,Services,Household,Oral agreement,70.0,Urban,Kigali city,25000.0
24,Primary education,Elementary and other work,Services,Household,Oral agreement,70.0,Urban,Kigali city,30000.0
17,Primary education,Elementary and other work,Services,Household,Oral agreement,70.0,Urban,Kigali city,15000.0
22,Upper secondary education,Elementary and other work,Services,Private business or VUP,Oral agreement,70.0,Urban,Kigali city,30000.0
21,Primary education,Elementary and other work,Services,Private business or VUP,Oral agreement,70.0,Urban,Kigali city,25000.0
22,Primary education,Elementary and other work,Services,Household,Oral agreement,70.0,Urban,Kigali city,20000.0
27,Lower secondary education,Sales and services,Services,Private business or VUP,Written contract,50.0,Urban,Kigali city,110000.0
26,Lower secondary education,Elementary and other work,Services,Private business or VUP,Oral agreement,70.0,Urban,Kigali city,30000.0
19,Primary education,Elementary and other work,Services,Household,Oral agreement,63.0,Urban,Kigali city,15000.0
24,Upper secondary education,"Education, health and social services",Services,Private business or VUP,Written contract,40.0,Rural,Kigali city,46500.0
16,Primary education,Elementary and other work,Services,Household,Oral agreement,63.0,Rural,Kigali city,10000.0
27,Primary education,Elementary and other work,Services,Household,Oral agreement,56.0,Rural,Kigali city,25000.0
22,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,40.0,Rural,Kigali city,39000.0
23,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Kigali city,39000.0
21,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Kigali city,41600.0
28,Upper secondary education,Skilled trades and operators,Services,Private business or VUP,Oral agreement,36.0,Urban,Kigali city,150000.0
24,Upper secondary education,Sales and services,Services,Private business or VUP,Oral agreement,60.0,Urban,Kigali city,100000.0
28,Primary education,Elementary and other work,Services,Household,Written contract,63.0,Urban,Kigali city,15000.0
23,Tertiary education,Skilled trades and operators,Industry,Private business or VUP,Oral agreement,40.0,Urban,Kigali city,260000.0
21,Primary education,Sales and services,Services,Private business or VUP,Oral agreement,48.0,Urban,Kigali city,30000.0
19,Primary education,Elementary and other work,Services,Household,Oral agreement,60.0,Urban,Kigali city,20000.0
23,Upper secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,30.0,Urban,Kigali city,104000.0
24,Tertiary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,24.0,Urban,Kigali city,208000.0
20,Primary education,Elementary and other work,Services,Household,Oral agreement,70.0,Urban,Kigali city,15000.0
23,Upper secondary education,"Business, management and office work",Services,Private business or VUP,Oral agreement,48.0,Urban,Kigali city,30000.0
28,Upper secondary education,"Education, health and social services",Services,Private business or VUP,Oral agreement,30.0,Urban,Kigali city,50000.0
24,Upper secondary education,Sales and services,Industry,Private business or VUP,Written contract,45.0,Urban,Kigali city,50000.0
30,Upper secondary education,Sales and services,Services,Private business or VUP,Oral agreement,48.0,Urban,Kigali city,100000.0
30,Upper secondary education,Skilled trades and operators,Services,Private business or VUP,Oral agreement,60.0,Urban,Kigali city,200000.0
22,Primary education,Elementary and other work,Services,Household,Oral agreement,60.0,Urban,Kigali city,20000.0
27,Upper secondary education,Sales and services,Services,Private business or VUP,Oral agreement,57.0,Urban,Kigali city,70000.0
25,Primary education,Elementary and other work,Services,Household,Oral agreement,42.0,Urban,Kigali city,30000.0
21,Primary education,Elementary and other work,Services,Household,Oral agreement,70.0,Urban,Kigali city,20000.0
30,Lower secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,30.0,Urban,Kigali city,78000.0
29,Tertiary education,"Business, management and office work",Services,Private business or VUP,Written contract,40.0,Urban,Kigali city,150000.0
27,Tertiary education,"Business, management and office work",Services,Private business or VUP,Oral agreement,16.0,Urban,Kigali city,150000.0
30,Primary education,Skilled trades and operators,Industry,Private business or VUP,Oral agreement,24.0,Urban,Kigali city,182000.0
29,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,24.0,Urban,Kigali city,78000.0
21,Upper secondary education,Elementary and other work,Services,Household,Oral agreement,70.0,Urban,Kigali city,30000.0
21,Primary education,Elementary and other work,Services,Household,Oral agreement,70.0,Urban,Kigali city,30000.0
26,Upper secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,24.0,Urban,Kigali city,78000.0
21,Primary education,Elementary and other work,Services,Household,Oral agreement,70.0,Urban,Kigali city,25000.0
24,Tertiary education,Sales and services,Services,Public institution,Written contract,45.0,Urban,Kigali city,76000.0
17,Lower secondary education,Elementary and other work,Services,Household,Oral agreement,70.0,Urban,Kigali city,18000.0
16,Primary education,Elementary and other work,Services,Household,Written contract,45.0,Urban,Kigali city,15000.0
20,Primary education,Elementary and other work,Services,Household,Oral agreement,70.0,Urban,Kigali city,20000.0
17,Lower secondary education,Elementary and other work,Services,Household,Oral agreement,70.0,Urban,Kigali city,15000.0
29,No formal education,Elementary and other work,Services,Household,Oral agreement,70.0,Urban,Kigali city,25000.0
25,Primary education,Elementary and other work,Services,Household,Oral agreement,64.0,Urban,Kigali city,25000.0
21,Lower secondary education,Elementary and other work,Services,Household,Oral agreement,54.0,Urban,Kigali city,30000.0
20,Primary education,Elementary and other work,Services,Household,Oral agreement,58.0,Urban,Kigali city,15000.0
29,Upper secondary education,Skilled trades and operators,Industry,Private business or VUP,Oral agreement,18.0,Urban,Kigali city,260000.0
20,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,54.0,Urban,Kigali city,91000.0
22,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,54.0,Urban,Kigali city,39000.0
28,Primary education,Sales and services,Services,Private business or VUP,Oral agreement,60.0,Urban,Kigali city,60000.0
27,Primary education,Elementary and other work,Services,Household,Oral agreement,70.0,Urban,Kigali city,30000.0
28,Upper secondary education,"Business, management and office work",Services,Private business or VUP,Oral agreement,60.0,Urban,Kigali city,20000.0
18,Primary education,Elementary and other work,Services,Household,Oral agreement,35.0,Urban,Kigali city,20000.0
21,Primary education,Elementary and other work,Services,Household,Oral agreement,56.0,Urban,Kigali city,20000.0
28,Lower secondary education,Elementary and other work,Services,Household,Oral agreement,42.0,Urban,Kigali city,20000.0
23,Lower secondary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,18.0,Urban,Kigali city,39000.0
24,Lower secondary education,Elementary and other work,Services,Household,Oral agreement,70.0,Urban,Kigali city,30000.0
24,Primary education,Elementary and other work,Services,Household,Oral agreement,70.0,Urban,Kigali city,30000.0
22,Lower secondary education,Elementary and other work,Services,Household,Oral agreement,50.0,Urban,Kigali city,20000.0
17,Upper secondary education,"Education, health and social services",Services,Private business or VUP,Oral agreement,35.0,Urban,Kigali city,100000.0
23,Lower secondary education,Elementary and other work,Services,Private business or VUP,Oral agreement,50.0,Urban,Kigali city,55000.0
17,Primary education,Elementary and other work,Services,Household,Oral agreement,45.0,Urban,Kigali city,25000.0
16,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,8.0,Rural,Southern Province,33800.0
27,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,42.0,Rural,Southern Province,26000.0
27,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,6.0,Rural,Southern Province,26000.0
24,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,35.0,Rural,Southern Province,39000.0
30,Tertiary education,Skilled trades and operators,Industry,Private business or VUP,Oral agreement,42.0,Rural,Southern Province,173333.33
25,No formal education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,49.0,Rural,Southern Province,26000.0
27,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,30.0,Rural,Southern Province,20800.0
23,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,30.0,Rural,Southern Province,26000.0
21,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,18.0,Rural,Southern Province,26000.0
16,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,6.0,Rural,Southern Province,26000.0
29,Primary education,Agriculture,Services,Other,Oral agreement,35.0,Rural,Southern Province,39000.0
24,Upper secondary education,Sales and services,Services,Public institution,Oral agreement,55.0,Rural,Southern Province,18500.0
22,No formal education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,35.0,Rural,Southern Province,39000.0
21,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,35.0,Rural,Southern Province,26000.0
25,Lower secondary education,Agriculture,Industry,Private business or VUP,Written contract,42.0,Rural,Southern Province,12000.0
20,Primary education,Elementary and other work,Industry,Private business or VUP,Written contract,42.0,Rural,Southern Province,9000.0
29,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,42.0,Rural,Southern Province,46800.0
24,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,42.0,Rural,Southern Province,46800.0
20,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,42.0,Rural,Southern Province,46800.0
19,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,34.0,Rural,Southern Province,39000.0
28,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,35.0,Rural,Southern Province,39000.0
21,No formal education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Southern Province,39000.0
27,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,20.0,Rural,Southern Province,31200.0
23,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,42.0,Rural,Southern Province,39000.0
28,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,35.0,Rural,Southern Province,31200.0
23,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,30.0,Rural,Southern Province,26000.0
28,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,35.0,Rural,Southern Province,26000.0
24,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,20.0,Rural,Southern Province,26000.0
22,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,25.0,Rural,Southern Province,26000.0
24,Primary education,Elementary and other work,Services,Private business or VUP,Oral agreement,28.0,Rural,Southern Province,52000.0
27,Lower secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,36.0,Rural,Southern Province,39000.0
18,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,25.0,Rural,Southern Province,42683.332
26,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,35.0,Rural,Southern Province,26000.0
30,No formal education,Agriculture,Agriculture,Private business or VUP,Oral agreement,16.0,Rural,Southern Province,31200.0
19,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,30.0,Rural,Southern Province,26000.0
17,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,49.0,Rural,Southern Province,7000.0
28,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,48.0,Rural,Southern Province,13000.0
22,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,48.0,Rural,Southern Province,26000.0
27,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,25.0,Rural,Southern Province,31200.0
21,Primary education,Elementary and other work,Services,Private business or VUP,Oral agreement,42.0,Rural,Southern Province,39000.0
27,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Southern Province,39000.0
25,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Southern Province,31200.0
29,No formal education,Agriculture,Agriculture,Private business or VUP,Oral agreement,24.0,Rural,Southern Province,33800.0
24,Primary education,Elementary and other work,Services,Private business or VUP,Oral agreement,12.0,Rural,Southern Province,31200.0
22,Primary education,Elementary and other work,Services,Private business or VUP,Oral agreement,12.0,Rural,Southern Province,31200.0
29,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,6.0,Rural,Southern Province,33800.0
17,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Southern Province,26000.0
21,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,42.0,Rural,Southern Province,39000.0
17,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,30.0,Rural,Southern Province,39000.0
29,Primary education,Elementary and other work,Services,Private business or VUP,Oral agreement,14.0,Rural,Southern Province,130000.0
19,Primary education,Elementary and other work,Services,Private business or VUP,Oral agreement,30.0,Rural,Southern Province,18200.0
29,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,42.0,Rural,Southern Province,31200.0
23,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,42.0,Rural,Southern Province,26000.0
23,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Southern Province,31200.0
17,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,49.0,Rural,Southern Province,26000.0
19,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,30.0,Rural,Southern Province,31200.0
23,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Southern Province,31200.0
